CÓDIGO;NOMBRE DEL ALIMENTO;"Energía
<ENERC>";"Energía
<ENERC>";"Agua
<WATER>";"Proteínas
<PROCNT>";"Grasa total
<FAT>";"Carbohidratos totales
<CHOCDF>";"Carbohidratos disponibles
<CHOAVL>";"Fibra dietaria
<FIBTG>";"Cenizas
<ASH>";"Calcio
<CA>";"Fósforo
<P>";"Zinc
<ZN>";"Hierro
<FE>";"Sodio
<NA>";"Potasio
<K>";"B caroteno equivalentes totales
<CARTBQ>";"Vitamina A equivalentes totales
<VITA>";"Tiamina
<THIA>";"Riboflavina
<RIBF>";"Niacina
<NIA>";"Vitamina C
<VITC>";Ácido fólico
;;kcal;kJ;g;g;g;g;g;g;g;mg;mg;mg;mg;mg;mg;µg;µg;mg;mg;mg;mg;µg
A;Quinua, variedad CICA-18 (Puno);345;1445;9.8;14.4;5.7;66.4;58.7;7.6;3.8;0;0;0;4.37;30;776;0;0;0;0;0;0;0
A;Quinua, variedad CICA-127 (Puno);360;1506;8.9;15.8;5.2;67.1;62;5.1;3;0;0;0;5.81;30;776;0;0;0;0;0;0;0
A;Quinua, variedad Cuchiwilla (Puno);317;1327;11.4;15.2;5.2;64.3;52.1;12.2;3.9;0;0;0;4.15;30;776;0;0;0;0;0;0;0
A;Quinua, variedad Choclito (Puno);342;1430;11.7;13.4;5.2;67.1;59.9;7.2;2.7;0;0;0;4.49;30;776;0;0;0;0;0;0;0
A;Quinua, variedad Chullpi- roja (Puno);330;1379;11.3;13.7;5.5;66.9;55.9;10.9;2.7;0;0;0;5.87;30;776;0;0;0;0;0;0;0
A;Quinua, variedad Misa Jiura (Puno);349;1460;10.5;12.3;5.4;68.6;62.2;6.4;3.2;0;0;0;4;30;776;0;0;0;0;0;0;0
A;Quinua, variedad Pasankalla-roja (Puno);355;1486;10.1;12.7;6.2;68.5;61.6;6.9;2.5;0;0;0;4.85;30;776;0;0;0;0;0;0;0
A;Quinua, variedad  Q' OITU-negra (Puno);308;1288;11.5;11.6;4.9;68.2;53.9;14.3;3.8;0;0;0;11.53;30;776;0;0;0;0;0;0;0
A;Quinua, variedad Wariponcho (Puno);347;1451;11.5;12.6;5.5;67.9;61.2;6.7;2.6;0;0;0;3.77;30;776;0;0;0;0;0;0;0
A;Quinua, variedad Witulla (Puno);350;1464;9.9;13.7;5.9;67.8;60.2;7.7;2.8;0;0;0;4.99;30;776;0;0;0;0;0;0;0
A;Rosquita de almidón de Iquitos;469;1962;3.3;1.8;18.3;74.2;0;0;2.3;0;0;0;2.3;0;0;0;0;0.03;0.09;0.89;0;26
A;Siete harinas (trigo, habas, arvejas, kiwicha, cañihua, cebada, quinua);347;1453;1.5;8.8;3.2;84.8;70.8;14.1;1.6;0;0;3.15;3.89;0;0;0;0;0;0;0;0;0
A;Trigo, hojuela de (chaque);322;1346;16;10;2.5;70.2;0;0;1.4;0;0;2.23;2.1;0;0;0;0;0;0;0;0;0
A;Trigo sin tostar (chaquepa);338;1416;11.9;7;2.2;77.9;0;0;0.9;0;0;1.71;2.43;0;0;0;0;0;0;0;0;0
A;Trigo tostado (chaquepa);369;1545;3.9;7.6;2.5;84.9;0;0;1.1;0;0;1.44;1.73;0;0;0;0;0;0;0;0;0
A;Alfajor con relleno de leche y maní cubierto con chocolate, envasado;502;2099;2.4;8.1;26.5;61.8;57.6;4.2;1.2;104;128;0.8;4.04;103;223;0;0;0.21;0.29;2.84;5;0
A;Avena cañihua, hojuela de;347;1449;12.1;12.2;10.2;63.5;53.2;10.4;1.9;40;400;2.26;3.6;1;363;0;0;0.45;0;0.72;0;0
A;Avena con chía, hojuela precocida de;381;1591;8.1;11.2;16.5;62.5;49.5;13;1.7;70;340;2.14;3.56;2;343;0;0;0.49;0;0.93;0;0
A;Avena con kiwicha, canela y clavo en polvo, hojuela precocida de;342;1428;12.1;12.4;7.7;66;56.9;9.1;1.8;55;400;2.45;3.54;1;329;0;0;0.41;0;0.72;0;0
A;Avena con maca, hojuela precocida de;365;1526;9;10.6;11;67.6;57.4;10.1;1.8;50;330;2.05;3.02;3;424;0;0;0.45;0;0.85;0;0
A;Avena con cereales andinos (cañihua, kiwicha y quinua), hojuela precocida de;349;1459;9.8;11.2;10.4;64.3;54.3;10;4.4;865;340;2.04;9.33;1;271;0;0;1.43;0;14.21;0;0
A;Avena con quinua, hojuela precocida de;369;1541;8.8;11.1;10.8;67.6;58.3;9.3;1.7;40;320;1.97;3.14;6;372;0;0;0.47;0;0.74;0;0
A;Avena con quinua, canela y clavo en polvo, hojuela precocida de;337;1408;12;11.9;7.3;67;57;9.9;1.9;60;390;2.45;3.45;34;346;0;0;0.45;0;0.5;0;0
A;Croissant de mantequilla o cachito de mantequilla;373;1560;23.9;8.3;18.5;47.5;43.4;4.1;1.8;248;70;1.61;0.35;262;95;0;0;0.52;0.42;4.32;0;0
A;Galletas con salvado de trigo con sabor a miel;429;1794;2.4;7.6;15.9;72.6;63.9;8.8;1.5;47;178;0.84;6.48;327;190;0;0;0.33;0.19;2.81;5.7;129
A;"Galleta cubierta con higo,confites,
grageas y miel (Turrón de Doña Pepa). envasado";473;1979;4.4;5.7;23.4;65.4;59.9;5.5;1.1;32;63;0.65;4.3;337;98;0;0;0.27;0.13;2.28;5.13;0
A;Galleta de agua;411;1720;2.5;10;5.9;79.4;0;0;2.1;95;125;0.95;6.24;577;161;0;0;0.45;0.33;5.29;0;163
A;Granola de avena con cebada, pasas, maní y almendras;450;1882;4.9;10.8;20;62.8;56.7;6.1;1.5;52;203;6.95;2.28;84;200;0;0;0.31;0.03;0.91;4.38;0
A;Galleta de soda con cobertura sabor a chocolate;497;2081;1.4;5;21.8;70.3;0;0;1.5;45;120;1.96;3.64;291;263;0;0;0.17;0.24;3.3;0;0
A;Galleta dulce, rellena con crema sabor coco;499;2087;1.3;4.4;21.4;72.1;0;0;0.7;14;40;0.3;3.12;202;71;0;0;0.2;0.22;3.05;0;134
A;Galleta sabor chocolate, rellena con crema sabor vainilla;480;2008;1.6;5.3;18.2;73.7;0;0;1.2;102;70;0.71;2.73;248;201;0;0;0.14;0.16;1.96;0;53
A;Kiwicha pop de Lima (listo para consumo);410;1715;3.4;14;6.7;73.5;0;0;2.5;779;545;3.98;5.59;21;445;0;0;0;0;0;0;0
A;Kiwicha tostada, harina de;364;1519;7.3;13.2;8.6;68.4;59.7;8.7;2.5;115;440;4.31;5.62;1;473;0;0;0.09;0;1.52;0;0
A;Maíz, extruído con cocoa, sabor chocolate (listo para consumo);384;1607;4.3;7;1.8;85.1;0;0;1.9;517;230;0.74;23.8;150;202;0;0;0;0;0;0;0
A;Maíz, hojuela azucarada (listo para consumo);376;1574;4;6.4;0.2;87.2;0;0;2.2;506;210;0.66;19.3;394;102;0;0;0;0;0;0;0
A;Maíz, hojuela para desayuno (listo para consumo);381;1596;4;7.5;1.6;84.3;0;0;2.6;536;205;0.78;22.2;474;122;0;0;0;0;0;0;0
A;Maíz pop corn, para cancha, crudo;308;1286;13.5;9.6;3.5;72.5;58.7;13.8;0.9;6;210;2.61;3.12;0;353;0;0;0.25;0.06;2.45;0;0
A;Masa para wantán, cruda;288;1205;29.4;8.6;1;59.9;0;0;1.1;14;60;0.63;2.02;390;80;0;0;0.1;0.1;4.93;0;83
A;Palitos de harina de trigo con ajonjolí, envasado;443;1852;1.3;14.2;16.1;65.5;60.3;5.2;2.9;151;145;1.26;8.44;833;202;291;49;0.55;0.27;4.69;5.63;135
A;"Palomitas de maíz, sabor natural con sal
y aceite vegetal, para microondas (Pop corn)";401;1678;8.3;8.4;18.6;63.6;50.1;13.5;1.2;6;215;1.74;1.32;108;204;0;0;0.29;0.03;0.31;2.3;0
A;Pan de molde integral;274;1145;29.8;12.4;5.9;49.2;42.8;6.4;2.7;308;180;1.69;5.65;452;268;0;0;0.38;0.35;6.35;0;109
A;Pan pita, envasado;238;995;32.7;16.1;0.7;48.1;41.8;6.3;2.4;110;170;1.25;4.29;341;134;0;0;0.64;0.34;4.18;0;187
A;"Pastel sabor chocolate, relleno con
crema sabor vainilla y decorado con glase, envasado";340;1423;22.6;4.7;7.6;63.2;0;0;2;153;295;0.64;4.69;362;149;0;89;0.1;0.14;2.96;0;0
A;Panetón relleno con chispas de chocolate;381;1595;21.7;8.9;17.1;51.4;47.9;3.5;0.9;62;115;0.75;3.39;155;150;0;0;0.24;0.19;1.87;3.38;128
A;Panetón relleno de pasas y frutas confitadas;365;1527;22.2;7.6;13.4;55.9;53.4;2.5;0.9;130;50;0.75;0.27;122;152;0;67;0.21;0.25;4.53;0;0
A;Queque marmoleado con sabor chocolate y vainilla, envasado;323;1350;25.8;6.5;10.6;54.6;50.3;4.3;2.5;211;418;0.53;4.17;257;353;0;0;0.18;0.15;0.77;3.95;194
A;Queque sabor naranja, envasado;336;1406;24;6.4;10.3;56.7;54.5;2.3;2.5;225;418;0.41;4.28;331;346;0;0;0.21;0.16;1.01;4.05;0
A;Queque sabor vainilla, mezcla en polvo para preparar, envasado;380;1589;5.4;6.1;9.9;76.5;66.5;10.1;2;97;305;0.5;4.21;495;104;0;0;0.36;0.2;0.57;2.25;0
A;Queque sabor vainilla, sin relleno, envasado;352;1471;23.7;6.9;11.4;55.3;0;0;2.6;262;480;0.62;6.56;602;84;0;0;0.19;0.26;2.57;0;0
A;Tostada de pan blanco, envasada;401;1679;3.8;12.7;4.9;76.7;0;0;2;117;180;1.12;7.43;469;161;0;0;0.43;0.33;5.64;0;108
A;Trigo, inflado sin miel (listo para consumo);367;1536;8.2;14.7;1.1;74.7;0;0;1.4;41;305;2.07;3.45;9;292;0;0;0;0;0;0;0
A;"Trigo, ""tortilla"" de harina de, precocida, envasada";290;1212;31.6;7.4;7.8;51.1;47.4;3.7;2;153;150;0.56;11.54;503;78;0;0;0.34;0.21;0.53;0;94
A;Wafer relleno con crema sabor vainilla;503;2106;1.2;3.5;22.2;72.5;0;0;0.7;16;45;0.26;4.1;177;96;0;0;0.13;0.15;1.92;8.55;0
B;Acelga, hojas de, sin tallo;8;35;93.3;2.1;0.1;3.2;0.8;2.4;1.4;90;46;0.36;14.4;203;293;980;163;0;0.26;0.56;9.29;0
B;Acelga, tallos de;9;36;94.8;0.7;0.3;2.8;1.2;1.6;1.4;23;10;0.36;0.5;203;293;756;126;0;0.03;0;4;0
B;Ají amarillo fresco;39;163;88.9;0.9;0.7;8.8;0;0;0.7;31;21;0;0.9;0;0;0;445;0.06;0.58;1.25;60;0
B;Ají amarillo fresco, molido sin sal;52;218;60.2;1.9;1.7;9.2;0;0;27;97;47;0;3.5;0;0;0;560;0.18;0.21;1.3;16.2;0
B;Ají amarillo seco;199;834;16.6;7.3;6.3;64.8;36.1;28.7;5;124;166;1.02;8.2;0;0;0;1324;0.12;1.48;4.15;6;0
B;Ají panca;189;790;20.2;7;7.8;58.5;29.8;28.7;6.5;142;209;1.02;4.9;0;0;0;1324;0.13;1.79;3.55;23;0
B;Ají colorado, no picante, molido con sal;43;180;69.8;1.9;1.3;9.2;7.7;1.5;17.8;175;35;0.26;5.6;0;0;0;48;0.12;0.49;0.7;12;0
B;Ají colorado, picante molido con sal;37;154;72.6;2.1;1;8;6.5;1.5;16.3;130;54;0.26;5;0;0;0;48;0.09;0.44;0.8;19.2;0
B;Ají de mesa;40;167;89.1;1.8;1.2;7.2;0;0;0.7;77;23;0;1.3;0;0;0;228;0.17;0.6;0.95;104.4;0
B;Ají de vaina;58;243;83.2;2.6;1.1;11.9;0;0;1.2;94;56;0;1.7;0;0;0;771;0.22;0.47;2.65;12;0
B;Ají dulce;17;71;91;0.9;0.5;7.1;3.1;4;0.6;10;43;0.25;0.38;0;0;0;22;0.04;0.17;0.89;98.05;0
B;Ají verde;57;238;82.9;2.5;0.8;12.4;0;0;1.4;21;58;0;1.3;0;0;0;382;0;0.11;1.47;48.5;0
B;Ajo sin cáscara;121;508;61.4;5.6;0.8;30.4;28.3;2.1;1.8;94;180;1.16;1.7;69;250;0;0;0.14;0.07;0.42;9.1;0
B;Albahaca sin tallo;29;122;86.7;2.9;1.2;7.3;3.4;3.9;1.9;325;38;0.85;5.3;0;0;0;264;0.04;0.13;0.95;20;0
B;Alcachofa;24;101;77.8;2.2;0.2;18.9;4.9;14;1;42;51;0.49;1;0;0;42;7;0.07;0.04;0.85;1.42;0
B;Alfalfa brotes tiernos;20;84;91.1;4;0.7;3.8;1.3;2.5;0.4;32;70;0.92;5.4;0;0;0;1133;0.08;0.13;0.48;8.2;0
B;Apio, tallo sin hojas;8;35;94;1;0.2;3.8;1.1;2.8;0.9;91;30;0.21;1.2;76;169;0;22;0.03;0.08;0.23;7.99;0
B;Berenjena;12;49;92.4;1;0.1;5.9;2.3;3.6;0.6;20;30;0.16;4.03;6;0;3;1;0;0.3;1.31;8.82;0
B;Berenjena Costeña o tomate de árbol;41;172;87.5;1.3;0.3;9.8;0;0;1.1;18;28;0;0.2;0;0;0;300;0.1;0.04;1.2;2.3;0
B;Berro;31;130;89.3;3.4;0.8;5;4.5;0.5;1.5;234;66;0.11;6.5;0;0;0;235;0.08;0.36;1.06;105.6;0
B;Brocoli;32;135;89.9;3.9;1.3;4;3.3;0.7;0.9;93;86;0.41;0.84;23;0;393;66;0.12;0.1;0.83;114;0
B;Caigua;15;63;95;0.5;0.2;3.3;0;0;1;34;43;0;0.9;0;0;0;9;0.02;0.02;0.17;11.4;0
B;Caigua serrana;19;80;93.5;1.5;0.1;4.1;0;0;0.8;32;32;0;0.5;0;0;0;33;0.05;0.07;0.3;6.9;0
B;Calabaza china;13;54;93.1;0.7;0.1;5.8;2.9;2.9;0.3;29;15;0.61;0.1;0;0;0;0;0.02;0.02;0.29;13;0
B;Calabaza italiana;15;63;93.9;0.5;0.3;4.9;3.2;1.7;0.4;11;19;0.74;0.6;0;0;0;3;0.03;0.04;0.28;10;0
B;Cebolla blanca;24;102;91.2;0.9;0.1;7.4;6;1.4;0.4;100;33;0.16;0.2;6;168;0;3;0.03;0.05;0.14;7.5;0
B;Cebolla chilena;19;79;92.9;0.8;0.1;5.9;4.5;1.4;0.3;20;17;0.16;1;0;0;0;0;0.02;0.04;0.12;3.7;0
B;Cebollita china;36;150;88.7;2.3;0.4;7.5;0;0;1.1;141;61;0.52;1.1;0;0;0;58;0.02;0.01;0.4;10.5;0
B;Cebolla de cabeza;40;169;86.3;1.4;0.2;11.3;9.9;1.4;0.8;20;35;0.16;1.2;0;0;0;0;0.03;0.06;0.22;4.9;0
B;Cebolla de cola;26;108;90.6;0.9;0.1;7.8;6.4;1.4;0.6;44;32;0.16;4.9;6;168;0;29;0.04;0.09;0.2;7.2;0
B;Col blanca;19;81;93.3;1;1.1;4.2;2.3;1.9;0.5;46;46;0.18;0.44;6;250;21;4;0.06;0.03;0.18;31.4;0
B;Col crespa o repollo, sin cogollo;15;65;92.4;1.5;0.3;4.9;2.6;2.3;0.9;70;69;0.18;0.4;58;250;0;9;0.03;0.03;0.33;48.5;0
B;Col china sin tallo;22;93;91;1.8;0.3;5.3;4.3;1;1.6;70;16;0.19;1.5;58;250;0;0;0.01;0.16;0.66;21.6;0
B;"Col de ""Bruselas""";45;188;81.3;4.6;0.4;12.3;8.5;3.8;1.4;109;11;0.42;1.8;58;250;0;41;0.18;0.17;1.1;82.5;0
B;Col, hojas de;32;132;88.1;2.7;0.6;7.6;5.6;2;1;170;42;0.44;0.1;58;250;0;769;0.09;0.06;1.43;96.3;0
B;Col negra;14;60;91.7;1.7;0.4;5.5;1.9;3.6;0.7;24;10;0.13;0.2;58;250;0;333;0.04;0.06;0.31;49.3;0
B;Col silvestre;54;226;82.9;2.5;0.6;12.1;0;0;1.9;477;47;0;1.1;58;250;0;248;0.05;0.06;0;136;0
B;Coliflor sin tallo y sin hojas;17;72;91.6;2.2;0.6;4.4;1.9;2.5;1.2;26;66;0.28;0.6;0;0;0;4;0.05;0.07;0.49;75.3;0
B;Culantro sin tallo;34;142;85.6;3.3;1.3;7;4.2;2.8;2.8;259;63;0.5;5.3;0;0;0;1431;0.08;0.27;1.86;37.2;0
B;Chiclayo, calabaza;16;68;93.2;0.6;0.1;5.6;3.9;1.7;0.5;13;25;0.74;0.2;0;0;0;3;0.08;0.05;0.19;3.7;0
B;Chonta;49;205;84.9;3.4;0.7;9.7;0;0;1.3;138;109;0;1.7;0;0;0;0;0.02;0.12;0.72;3.2;0
B;Escarola;7;30;93.6;1.2;0.2;3.8;0.7;3.1;1.2;85;76;0.79;2;0;0;0;108;0.07;0.07;0.47;8.6;0
B;Esparragos;15;62;93;2.2;0.3;3.8;2.1;1.7;0.8;35;35;0.54;1.33;0;0;230;38;0.09;0.05;0.82;2.32;0
B;Espinaca blanca;24;102;89.5;1.9;0.6;6.3;4.1;2.2;1.7;80;40;0.53;4.6;0;0;3050;508;0.08;0.25;0.65;16.4;0
B;Espinaca negra sin tronco;24;100;90;2.8;0.9;4.9;2.7;2.2;1.4;234;45;0.53;4.3;0;0;3050;508;0.07;0.2;0.69;15.2;0
B;Frejolito chino germinado;9;38;96.5;1.4;0.1;1.8;1.5;0.3;0.3;22;261;0;0.86;15;0;4;1;0.03;0.07;0.97;5.42;0
B;Hierbabuena;41;171;86.7;3.1;1;7;0;0;2.2;206;70;1.11;9.1;0;0;0;212;0.06;0.13;1;2;0
B;Huacatay sin tallo;50;211;83.4;5;0.8;8.8;0;0;2;412;79;0;8.7;0;0;0;426;0.06;0.27;1.47;17.1;0
B;Janchoy, hojas de;27;113;90.8;1.6;0.2;6;0;0;1.4;113;55;0;2.9;0;0;0;276;0.05;0.13;0.47;22.2;0
B;Jetka. hojas de;66;276;78.1;7.3;1.7;9.5;0;0;3.4;548;133;0;8.4;0;0;0;350;0.3;0.16;2.72;0.7;0
B;Kailán, hojas de;48;201;84.9;3.2;0.9;9.1;0;0;1.9;581;46;0;2.4;0;0;0;102;0.03;0.26;0.54;103.8;0
B;Kailán, tallos de;24;100;92;1.2;0.3;5.2;0;0;1.3;301;64;0;3.1;0;0;0;26;0.01;0.09;0.94;57.6;0
B;Lechuga americana;7;28;96.6;0.6;0.1;2.4;1.2;1.2;0.3;52;20;0.15;0.1;0;0;0;25;0.02;0.06;0.13;1.5;0
B;Lechuga larga;12;49;93.4;1.5;0.2;3.9;1.8;2.1;1;64;63;0.23;1.6;0;0;0;290;0.06;0.08;0.52;14.5;0
B;Lechuga redonda;8;32;95.7;1.3;0.2;2.1;0.8;1.3;0.7;47;49;0.18;1;0;0;0;370;0.06;0.05;0.48;7.4;0
B;Manchay;53;222;84.8;0.4;0.1;14.4;0;0;0.3;44;16;0;1.3;0;0;0;238;0.36;0.34;0.61;4;0
B;Mastuerzo, hojas de;44;185;86.3;1.8;1.3;9.2;8.1;1.1;1.4;211;85;0.23;1.3;0;0;0;346;0.09;0.35;1.04;25.2;0
B;Mostaza, hojas de;21;88;89;3.5;0.6;5.2;2.1;3.1;1.7;478;92;0.27;1.7;0;0;0;50;0.29;0.2;0.8;70;0
B;Muña, seca;268;1121;16;3.2;2.8;66.3;0;0;11.7;2237;269;0;22.4;0;0;0;306;0.35;1.81;6.85;0;0
B;Nabo;10;40;94.7;0.6;0.2;3.6;1.8;1.8;0.9;34;34;0.27;0.1;0;0;0;0;0.01;0.04;0.23;21.1;0
B;Nabo, hojas de;24;100;88.1;2.9;0.4;7;3.8;3.2;1.6;367;95;0.19;2.8;0;0;0;579;0.12;0.38;2.4;49.2;0
B;Orégano fresco;48;201;85.1;1.6;0.5;11.3;0;0;1.5;312;46;0;9.3;0;0;0;1750;0.08;0.3;0.65;10;0
B;Pacchoy, hojas de;25;103;90.5;1.3;0.3;6.3;5.3;1;1.6;235;60;0.19;3;0;0;0;223;0.05;0.1;0.73;50;0
B;Pacchoy, tallos de;18;77;92;0.4;0.2;5.4;4.4;1;2;302;84;0.19;1.2;0;0;0;223;0.01;0.05;0.53;12;0
B;Paico;41;170;81.7;5;1.1;9.2;5.4;3.8;3;459;65;1.1;6.3;0;0;0;3;0.11;0.42;1.12;34.7;0
B;Pajuro;120;502;64.4;2.1;0.3;31.5;0;0;1.7;25;105;0;1.2;0;0;0;0;0.05;0.22;1.39;42;0
B;Pepinillo sin cáscara;9;37;96.4;0.5;0.1;2.6;1.9;0.7;0.4;20;22;0.17;0.3;0;0;0;4;0.03;0.04;0.09;12.6;0
B;Perejil sin tallo;41;172;82;4.8;0.7;9.9;6.6;3.3;2.6;202;76;1.07;8.7;0;0;0;421;0.07;0.32;2.87;95.8;0
B;Pimiento rojo;27;114;92.3;1.2;1.3;4.6;3.7;0.9;0.6;12;24;0.25;0.36;6;0;450;200;0.04;0.11;1.58;108.3;0
B;Pirca;42;176;86.2;4;0.6;7.6;0;0;1.6;230;58;0;6;0;0;0;132;0.13;0.31;0.82;17;0
B;Poro sin hojas;34;142;87.8;2.7;0.8;7.6;5.8;1.8;1.1;78;50;0.12;0.7;0;0;0;83;0.09;0.08;0.46;8.6;0
B;Quinua, hojas de;50;209;81.4;4.7;0.6;9.5;0;0;3.8;377;63;0;1.5;0;0;0;251;0.06;0.95;1.2;11.1;0
B;Rabanitos;7;31;95.1;0.8;0.1;2.9;1.3;1.6;1.1;36;29;0.28;1;0;0;0;0;0.01;0.02;0.29;18.6;0
B;Rabicol;22;92;92.8;2;0.2;4.2;0;0;0.8;41;41;0;0.3;0;0;0;1;0.01;0.04;0.43;94.1;0
B;Radicheta o achicoria;17;70;90;1.9;0.5;6.2;2.2;4;1.4;273;34;0.42;0;0;0;0;286;0.07;0.14;0.51;9;0
B;Rocoto fresco;36;151;89.5;1.2;0.5;8.2;0;0;0.6;6;22;0;0.5;0;0;0;35;0.01;0.14;1.15;14.9;0
B;Ruda;82;343;75.4;4.1;1.7;16.1;0;0;2.7;552;72;0;7.7;0;0;0;879;0;0.76;1.62;112;0
B;Siuca culantro;28;116;87.6;1.9;0.5;8.1;5.3;2.8;1.9;195;68;0.5;4.9;0;0;0;337;0.06;0.22;1;0.7;0
B;Tomate;15;61;94.2;0.8;0.2;4.3;3.1;1.2;0.5;7;20;0.17;0.6;0;0;0;42;0.04;0.06;0.62;18.4;0
B;Tomate italiano;12;51;94.8;0.8;0.2;3.6;2.4;1.2;0.6;7;25;0.17;0.3;2;160;579;97;0.06;0.06;0.63;32.5;0
B;Tomate, con carne salsa de;106;444;77.7;2.7;5.7;11;0;0;2.9;20;67;0;2.1;0;0;0;0;0.13;0;1.1;9.4;0
B;Tomate, salsa de;18;76;75;1.5;0.7;3.9;2.4;1.5;18.9;117;64;0.2;3;0;0;0;17;0.1;0.12;0.6;0;0
B;Tomate, salsa concentrada de;75;314;75.3;2.7;1;16.8;0;0;4.2;19;103;0;2.9;0;0;0;0;0.12;0;1.5;26.8;0
B;Vainitas;25;105;88.2;2.4;0.3;8.1;4.7;3.4;1;88;49;0.24;1.4;0;0;0;35;0.07;0.2;0.71;9.6;0
B;Zanahoria;19;78;90.2;1;0.3;7.6;3.6;4.1;0.9;51;40;0.15;0.3;31;95;6550;1092;0.04;0.04;0.18;3.23;0
B;Zanahoria, harina de;293;1226;11.8;7.3;1.5;67.7;0;0;11.7;418;384;0;0;0;0;0;6089;0.38;0.33;3.74;10;0
B;Zapallo italiano;14;59;95.4;0.9;0.2;2.9;0;0;0.6;27;34;0;0.3;0;0;0;0;0.01;0.33;0.42;26.2;0
B;Zapallo loche;58;242;79.8;2.6;0.2;16.2;13.9;2.3;1.1;38;30;0.4;0.33;17;219;324;54;0.05;0.08;0.52;7.44;0
B;Zapallo macre;47;195;84.4;2.2;0.1;12.7;11.4;1.3;0.7;26;17;0.23;0.32;0;272;369;62;0.11;0;20.29;0.27;0
B;Ají charapita, con pepas y sin tronco;30;123;82.2;2.4;2.1;12.1;1.7;10.4;1.3;19;70;1.05;0.4;2;337;0;60;0.08;0.04;6.5;4.26;33
B;Ají cerezo, sin pepas y sin tronco;30;124;86.9;1.8;0.8;9.4;5.2;4.2;1.1;13;50;0.12;0.36;4;360;0;0;0.07;0.29;6.19;499.41;0
B;Ají colorado seco, sin pepas;179;746;21.1;12.5;6.3;53.5;26.8;26.7;6.7;79;190;1.12;11.1;21;2523;0;422;0.08;1.16;1.63;19.1;0
B;Ají uña de pava;57;241;82.8;3;0.7;12.5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
B;Ajos variedad Barranquino;115;482;59.4;6.2;0.3;32.6;27.2;5.4;1.5;0;0;0.85;0.57;69;250;0;0;0.13;0.07;0.09;12.3;0
B;Ajos variedad Napuri;115;482;58.6;7.7;0.3;31.8;26.4;5.4;1.6;0;0;0.82;0.4;69;250;0;0;0.13;0.07;0.09;12.3;0
B;Ajos variedad Napuri fresco, molido en aceite sin sal;203;848;51.5;5.1;9.1;33.2;31.9;1.3;1;0;0;2.19;1.07;0;0;0;1;0.35;0.19;0.24;32.78;0
B;Ajos variedad Napuri fresco, molido en aceite con sal;185;775;49.3;4.8;5.2;37.2;36.3;0.8;3.5;0;0;2.49;1.22;0;0;0;1;0.4;0.21;0.27;37.42;0
B;Ajos variedad Napuri fresco, molido en agua sin sal;77;321;73.2;4.9;0.2;20.9;17.8;3.1;0.9;0;0;0.47;0.23;0;0;0;0;0.07;0.04;0.05;7.04;0
B;Ajos variedad Napuri fresco, molido en agua con sal;84;353;69;5;0.3;21.6;19.6;2;4.1;0;0;0.67;0.33;0;0;0;0;0.11;0.06;0.07;9.99;0
B;Alcaparras****;31;131;78.6;2.3;0.6;5.8;0;0;12.7;66;8;0;4.2;0;0;0;3;0.04;0.15;0;0;0
B;Cebolla variedad americana;22;91;91.1;1.4;0.4;6.9;4.4;2.5;0.3;20;35;0.15;0.21;6;168;0;0;0.04;0.02;0.59;9.84;0
B;Cebolla variedad perilla;28;117;89.3;1.4;0.4;8.5;6;2.5;0.4;20;35;0.23;0.22;6;168;0;0;0.04;0.02;0.59;9.84;0
B;Chijchipa;45;188;85.3;3.3;0.4;9.3;0;0;1.7;335;57;0;8.3;0;0;0;189;0.06;0.43;1.02;70;0
B;Chullcos, ajos silvestres;92;385;73.7;1.8;0.5;23.5;0;0;0.5;22;56;0;2.1;0;0;0;0;0.03;0.1;0.67;5;0
B;Col china con hoja y tallo;15;62;95.1;1.4;1.1;2;0.7;1.2;0.5;0;0;0;13.38;32;0;1210;202;0.08;0;0;0;0
B;Coliflor con tallo y sin hojas;20;86;91.9;2.1;0.6;4.7;2.9;1.8;0.7;0;0;0;0.49;19;0;2;0;0.08;0;0;0;0
B;Culantro, con hojas y tallo;15;62;88.4;3.5;0.2;5.9;1.2;4.7;1.9;135;60;0.6;4.5;22;802;605;101;0;0;0;4.78;0
B;Espinaca, hojas sin tallo;30;128;86.9;4.8;1.4;4.7;1.9;2.8;2.2;0;0;0;21.29;32;0;2930;488;0.09;0;0;0;0
B;Estragón, secos;269;1126;7.7;22.8;7.2;50.2;42.8;7.4;0;1139;313;3.9;32.3;62;3020;0;1260;0.25;1.34;8.95;50;274
B;Hinojo, tallo, fresco, crudo;19;80;92.8;1.9;0.2;3.6;0;0;1.5;0;0;0;0;0;0;0;0;0.04;0.04;0.3;15.9;0
B;Kión sin cáscara;49;205;84.9;0.1;0.4;13.7;11.8;2;0.8;12;30;0.44;0.25;7;356;110;18;0.04;0;0.35;0.93;0
B;Lechuga de seda;10;42;95.9;1.3;0.1;2.3;1.7;0.6;0;39;40;0;1.3;0;0;0;0;0.09;0.07;0.31;10;0
B;"Llampun Cjana ""Cjana-cjana""";254;1061;12.1;29.5;6;36.8;0;0;15.6;1600;333;0;41.1;0;0;0;0;0.61;1.38;0;0;0
B;Pacchoy con hojas y tallo;5;20;96.1;1;0.3;1.8;0.1;1.7;0.8;0;0;0;10.14;113;0;880;147;0;0;0;5.22;0
