CÓDIGO;NOMBRE DEL ALIMENTO;"Energía
<ENERC>";"Energía
<ENERC>";"Agua
<WATER>";"Proteínas
<PROCNT>";"Grasa total
<FAT>";"Carbohidratos totales
<CHOCDF>";"Carbohidratos disponibles
<CHOAVL>";"Fibra dietaria
<FIBTG>";"Cenizas
<ASH>";"Calcio
<CA>";"Fósforo
<P>";"Zinc
<ZN>";"Hierro
<FE>";"Sodio
<NA>";"Potasio
<K>";"B caroteno equivalentes totales
<CARTBQ>";"Vitamina A equivalentes totales
<VITA>";"Tiamina
<THIA>";"Riboflavina
<RIBF>";"Niacina
<NIA>";"Vitamina C
<VITC>";Ácido fólico
;;kcal;kJ;g;g;g;g;g;g;g;mg;mg;mg;mg;mg;mg;µg;µg;mg;mg;mg;mg;µg
B;Paico, hojas de;28;117;84.1;5.7;0.3;6.6;3.2;3.4;3.2;271;20;0.94;0;38;144;3033;506;0.11;0.27;77.29;35.53;0
B;Pimiento verde;19;78;93.4;1.1;0.1;5.1;4.3;0.7;0.4;21;29;0;0.17;1;176;341;57;0.04;0;4.61;55;0
B;Rocoto fresco, molido con cáscara, en agua sin sal;17;69;93.7;0.2;0.1;5.5;4.2;1.4;0.4;10;0;0;0.03;7;188;228;38;0.05;0;0.5;1.34;0
B;Romero fresco*;81;338;67.8;3.3;5.9;20.7;6.6;14.1;2.4;317;66;0.93;6.65;26;668;0;146;0.04;0.15;0.91;22;0
B;Tomate de palito;44;185;86.5;1.6;0.2;10.8;0;0;0.9;15;19;0;0.8;0;0;0;0;0.05;0.03;0;4.9;0
B;Tomate redondo, con cáscara;18;75;93.9;0.7;0.3;4.7;4;0.7;0.5;24;20;0.1;0.45;25;139;0;42;0;0;0;10.18;0
B;Tomillo seco*;181;756;7.8;9.1;7.4;63.9;26.9;37;11.7;1890;201;6.18;123.6;55;814;0;190;0.51;0.4;4.94;50;0
B;Zapallito;57;236;82.2;1.9;0.1;14.3;0;0;1.5;17;76;0;0.4;0;0;0;0;0.12;0.05;0;11;0
B;Zapallo avinca;15;64;94.2;0.5;0;4.8;3.9;0.9;0.4;34;5;0.17;0.08;0;133;96;16;0;0;2.72;0.31;0
B;Zapallo criollo;28;119;91;0.6;0.2;7.6;7.1;0.5;0.6;28;0;1.6;0.4;6;140;0;143;0;0;0;0.1;0
B;Zapallo ombligo;21;88;93.5;0.9;0.2;4.8;0;0;0.6;34;12;0;0.3;0;0;0;0;0.01;0.02;0;7.5;0
B;Atago, hojas sin tallo;15;62;91.6;2.5;0.2;3.7;1.9;1.8;2;0;0;3.03;5.56;8;312;1645;274;0;0;3.14;45.87;0
B;Col morada, hojas sin tallo;24;99;90.8;1.9;0.1;6.3;5;1.3;0.8;63;63;0;0.23;10;249;74;12;0.06;0;4.37;14.95;0
B;Lechuga morada, hojas sin tallo;11;46;95.4;1.2;0.1;2.3;1.9;0.4;0.9;50;52;0.14;2.27;8;252;2536;423;0;0;2.68;23.82;0
B;Orégano, seco*;306;1280;7.2;11;10.3;64.4;21.6;42.8;7.2;1576;200;4.43;44;15;1669;0;345;0.34;0.32;6.22;50;0
B;Pepinillo japonés con cáscara y pepas;7;28;96.8;0.9;0;1.8;1.3;0.6;0.5;15;40;0.13;0.08;15;137;198;33;0.01;0.11;1.8;12.5;0
B;Pimiento amarillo;24;98;92.1;1;0.2;6.3;5.5;0.8;0.4;7;26;0;0.18;1;195;133;22;0.03;0;6.37;162.47;0
B;Tomate italiano, sin pepas, sin cáscara;18;73;93.9;0.8;0.1;4.9;4.2;0.7;0.3;8;29;0;0.12;3;187;677;113;0;0;4.97;32.64;0
B;Vainita, sancochada, sin sal;17;71;90.8;2.2;0.1;6.2;3.1;3.1;0.7;48;50;0.33;1.28;1;278;2264;377;0.05;0.06;0.87;0;0
C;Abridores;57;239;82;0.8;0.1;16.4;14.9;1.5;0.7;6;35;0.17;0.4;0;0;0;16;0.03;0.05;1.17;27.5;0
C;Aceituna de botija;298;1247;57.5;0.8;32.1;7.3;0;0;2.3;86;55;0;2.4;0;0;0;0;0.03;0.22;0.8;0;0
C;Aceitunas negras preparadas;292;1224;41;2.2;22.4;30.3;27.1;3.2;4.1;67;63;0.22;7.4;0;0;0;20;0.03;0.24;1;0;0
C;Airampo;51;212;85.9;1.8;0.5;11.2;0;0;0.6;85;0;0;0;0;0;0;0;0.01;0.02;24;0;0
C;Aguaje, pulpa de;74;311;70.1;1.9;3.6;23.5;10.4;13.1;0.9;48;17;0.4;0.46;5;217;4440;740;0.05;0;0.72;1.68;0
C;Anona;45;188;85;1.1;0.4;12.9;10.5;2.4;0.6;16;37;0;0.2;0;0;0;2;0.07;0.23;0.79;3.4;0
C;Durazno-Melocotón;43;180;86.3;0.8;0.2;12.4;10.8;1.6;0.4;0;0;0;0.59;0;0;56;9;0;0;0;0.77;0
C;Caimito;49;205;83.5;1.8;0.5;13.6;10.8;2.8;0.6;88;19;0;0.2;0;0;0;0;0.01;0.02;24;13;0
C;Camu-camu;24;100;93.3;0.5;0.1;5.9;0;0;0.2;28;15;0;0.5;0;0;0;0;0.01;0.04;0.61;2780;0
C;Capulí;63;264;82.3;0.7;0.4;15.9;0;0;0.7;26;26;0;0.9;0;0;0;36;0.07;0.11;1.45;0;0
C;Chambiro;118;494;75.9;1.5;7.3;14.5;0;0;0.8;47;59;0;0.6;0;0;0;0;0.08;0.23;0.2;4.2;0
C;Chirimoya;72;302;75.4;1.9;0.3;21.6;17.7;4;0.8;102;50;0.3;0.29;16;377;0;0;0.09;0.16;1.62;10.36;0
C;Ciruela;82;343;76.3;1;0.2;21.5;0;0;1;20;53;0;0.9;0;0;0;23;0.05;0.06;1.44;36.8;0
C;Coco;286;1197;56.4;3.4;28.1;10.8;0;0;1.3;8;51;0.25;1.8;46;312;0;1;0.02;0.05;0.58;0.9;0
C;Coco, agua de;10;43;95.5;0.7;0.1;3.1;2;1.1;0.6;21;7;0.1;0;0;0;0;0;0.03;0.01;0.08;0.8;0
C;Cocona;42;176;88.5;0.9;0.7;9.2;0;0;0.7;16;30;0;1.5;0;0;0;23;0.06;0.1;2.25;4.5;0
C;Dátiles;195;817;36.8;1.4;0.5;59.8;51.8;8;1.5;60;29;0.29;0.8;0;0;0;0;0.1;0.09;0.13;2.9;0
C;Fresa;34;142;89.1;0.7;0.8;8.9;6.9;2;0.5;37;28;0.14;1.2;0;0;0;1;0.04;0.05;0.26;42;0
C;Granada;66;277;80;0.5;0.1;18.3;17.7;0.6;1.1;10;38;0.12;0.3;0;0;0;5;0.09;0.04;1.56;5.2;0
C;Granadilla;51;214;82.3;2.5;2.7;11.4;5.7;5.8;1.1;17;128;0;1.28;11;338;0;0;0.11;0.13;2.14;9.88;0
C;Granadilla, jugo enlatado de;62;258;82;1.1;0;16.1;0;0;0.8;6;50;0;0.6;0;0;0;0;0;0.03;0;129.6;0
C;Guanábana;44;185;84;0.9;0.2;14.3;11;3.3;0.6;38;43;0.1;0.7;0;0;0;0;0.05;0.06;1.69;19;0
C;Guayaba;37;154;83.9;0.5;0.1;14.9;9.5;5.4;0.6;18;23;0.23;0.3;0;0;0;31;0.04;0.04;1.44;60;0
C;Guayaba amarilla con cáscara;13;53;88.2;1.2;0.3;9.7;1.8;8;0.6;32;15;0.23;0.23;2;195;3;0;0.05;0.06;0.44;56.1;0
C;Guayaba rosada;37;154;84;0.5;0.2;14.7;9.3;5.4;0.6;17;23;0.23;0.3;0;0;0;31;0.04;0.05;1.4;9.8;0
C;Guayaba verde;36;151;84.3;0.5;0.1;14.7;9.3;5.4;0.4;30;11;0.23;0;0;0;0;31;0.04;0.06;0.66;17.7;0
C;Higo negro;65;272;78;0.9;0.1;19.9;17;2.9;1.1;58;43;0.15;0.8;0;0;0;7;0.04;0.05;0.52;2.9;0
C;Higo seco;146;612;47.7;3.6;0.2;46.6;36.8;9.8;1.9;109;100;0.55;2.4;0;0;0;10;0;0.08;0.9;3.7;0
C;Huito;55;230;83.9;1.2;0.1;14;0;0;0.8;69;21;0;0.5;0;0;0;0;0.03;0.33;0.54;1.1;0
C;Humarí / Umari, sin pepa y sin cáscara;163;682;62.1;1.6;8.1;27.4;25;2.4;0.9;5;30;0.5;0.72;10;211;0;20;0.03;0.74;1.5;0.21;0
C;Kaki;64;270;78.1;0.5;0.1;20.8;17.2;3.6;0.5;9;26;0.11;0.2;0;0;0;81;0.05;0.03;0;6.9;0
C;Kumuvi;101;423;71.9;0.7;0.6;25.9;0;0;0.9;16;31;0;3.5;0;0;0;7;0.02;0.04;0.22;2.8;0
C;Lima;13;55;92.8;0.6;0.4;5.9;3.1;2.8;0.3;31;9;0.11;0.2;0;0;0;2;0.03;0.04;0.3;36;0
C;Limón, jugo de;28;119;89.3;0.5;0.2;9.7;9.3;0.4;0.3;18;14;0.05;0.5;0;0;0;1;0.03;0.03;0.11;44.2;0
C;Lúcuma;97;406;61.7;2.1;0.2;34.9;24.7;10.2;1.2;16;26;0;0.79;0;0;1750;292;0.01;0.14;1.96;0.77;0
C;Lúcuma, harina de;329;1377;9.3;4;2.4;82;0;0;2.3;92;186;0;4.6;0;0;0;0;0.02;0.03;0;11.6;0
C;Macambo, pulpa y semilla;177;741;61.1;6.7;9.2;21.5;0;0;1.5;19;165;0;1.7;0;0;0;0;0.95;1.05;1.2;9.2;0
C;Macambo, pulpa de;44;184;88;2.1;0.8;8.3;0;0;0.8;0;44;0;0.5;0;0;0;26;0.08;0.09;3.1;22.8;0
C;Mamey maduro;27;111;88.9;0.5;0.1;9.7;6.7;3;0.8;51;46;0.1;0.4;0;0;0;12;0.02;0.04;0.61;2;0
C;Mandarina;29;121;90.1;0.6;0.3;8.6;6.8;1.8;0.4;19;17;0.07;0.3;0;0;0;34;0.06;0.05;0.3;48.7;0
C;Mango;54;225;83;0.4;0.2;15.9;14.1;1.8;0.5;17;15;0.04;0.4;0;0;0;38;0.03;0.11;0.39;24.8;0
C;Manzana nacional;50;208;84.7;0.3;0.1;14.6;13.3;1.3;0.3;5;11;0.05;1.4;0;0;0;2;0.03;0.04;0.13;1.3;0
C;Maracuyá, jugo puro de;61;256;82.3;0.9;0.1;16.1;15.9;0.2;0.6;13;30;0.06;3;0;0;0;121;0.03;0.15;2.24;22;0
C;Marañón;35;146;87.9;0.8;0.5;10.5;7.8;2.7;0.3;8;30;0;3;0;0;0;15;0.05;0.05;0.96;108;0
C;Melón;21;86;92.9;0.5;0.1;5.8;5;0.8;0.7;13;15;0.09;0.5;0;0;0;3;0.04;0.04;0.64;23;0
C;Melón enano;20;84;94.3;0.6;0.2;4.4;0;0;0.5;23;3;0;0.4;0;0;0;6;0.02;0.06;0.38;15.3;0
C;Membrillo;36;152;86.9;0.3;0.1;11.5;9.6;1.9;1.2;9;29;0.04;0.7;0;0;0;2;0.02;0.07;0.23;12.5;0
C;Naranja;31;131;88.5;0.6;0.2;10.1;7.7;2.4;0.6;23;51;0.07;0.2;0;0;0;11;0.09;0.04;0.36;92.3;0
C;Naranja agria, jugo de;32;135;90.7;0.5;0.2;8.2;8;0.2;0.4;31;9;0.07;0.2;0;0;0;9;0.03;0.05;0.13;42;0
C;Naranja de Guayaquil;31;132;88.6;0.5;0.2;10.2;7.8;2.4;0.5;37;17;0.07;0.1;0;0;0;11;0.05;0.01;0.14;42.2;0
C;Naranja de Huando;36;152;87.3;1.2;0.2;10.9;8.5;2.4;0.4;30;17;0.07;0.1;0;0;0;11;0.06;0.02;0.29;43.9;0
C;Níspero;41;170;86.5;0.3;0;12.7;11;1.7;0.5;21;16;0.05;0.3;0;0;0;76;0.02;0.11;0.37;1.2;0
C;Nuzive;138;577;70.3;2.7;7.8;17.7;0;0;1.5;38;113;0;7.5;0;0;0;9;0.23;0.15;1.08;1.7;0
C;Pacae o Guaba;56;234;84.1;0.6;0.1;14.8;0;0;0.4;14;30;0;0.4;0;0;0;0;0.02;0.07;0.5;1.4;0
C;Palta;130;546;79.2;1.7;12.5;5.6;0;0;1;30;67;0.64;0.6;0;0;0;7;0.03;0.1;1.82;6.8;0
C;Pan de árbol con semilla;117;489;63.4;4.5;1.8;29;24.1;4.9;1.3;20;255;0.12;0.9;0;0;0;0;0.22;0.09;2.6;6.6;0
C;Pan de árbol sin semilla;30;124;86.4;1.6;0.5;10.5;5.6;4.9;1;71;37;0.12;2.8;0;0;0;0;0.07;0.08;0.78;2.1;0
C;Pan-Meo;78;326;78;1.3;0.2;19.9;0;0;0.6;21;21;0;0;0;0;0;0;0.07;0.09;0.66;1.4;0
C;Papaya;25;106;90.8;0.4;0.1;8.2;6.4;1.8;0.5;23;14;0.07;0.3;2;136;67;11;0.03;0.07;0.41;47.7;0
C;Pasa sin pepa;228;953;31.6;2.4;0.4;63.8;60.1;3.7;1.8;64;91;0.22;3.7;0;0;0;0;0.12;0.13;0.37;2.3;0
C;Pepino dulce;26;109;92.3;0.3;0;7;0;0;0.4;30;10;0;0.3;0;0;0;28;0.04;0.05;0.58;29.7;0
C;Pera chilena;38;160;86;0.3;0.1;13.2;10.1;3.1;0.4;4;16;0.1;0.3;0;0;0;1;0.02;0.04;0.24;1.9;0
C;Pera de agua;42;176;85.8;0.4;0.6;13;9.9;3.1;0.2;7;5;0.1;0.1;0;0;0;1;0.02;0.06;0.16;6.5;0
C;Pera nacional;55;230;84.7;0.4;0.2;14.5;0;0;0.2;2;6;0;0.3;0;0;0;0;0.02;0.05;0.16;2.5;0
C;Pera perilla;58;243;84.2;0.6;0.5;14.4;0;0;0.3;10;18;0;0.5;0;0;0;0;0.03;0.05;0.44;3.6;0
C;Pero;50;211;85.4;0.4;0.7;13.3;12;1.3;0.2;6;9;0.05;0.3;0;0;0;2;0.05;0.07;0.11;2.8;0
C;Pijuayo;184;770;52.3;2.8;3.2;41;0;0;0.7;27;47;0;1;0;0;0;140;0.05;0.28;1.38;22.6;0
C;Pijuayo sancochado, sin cáscara y sin pepas;120;501;52.2;2.1;4;41;22.1;19;0.7;23;20;0.98;0.65;10;215;0;108;0.11;0.2;2.49;12.79;0
C;Piña;33;139;89.3;0.4;0.2;9.8;8.4;1.4;0.3;10;5;0.1;0.4;0;0;0;3;0.04;0.06;0.27;19.9;0
C;Plátano de isla;75;314;74.2;1.2;0.1;21.6;19.5;2.2;2.9;9;20;0.13;0.3;15;388;427;71;0.07;0.07;0.47;0;0
C;Plátano de seda;74;309;76.2;1.5;0.3;21;18.4;2.6;1;5;27;0.15;0.6;0;0;0;3;0.03;0.05;0.79;4.3;0
C;Plátano guineo;111;465;65.9;1.4;0.2;31.7;29.1;2.6;0.8;10;23;0.15;0.6;0;0;0;3;0.02;0.08;0.53;1.1;0
C;Plátano manzano;90;377;71.5;1.2;0.1;26.4;23.7;2.7;0.8;4;40;0.13;0.15;0;287;10;2;0.02;0.06;0.95;7.2;0
C;Plátano, harina de;302;1265;14;4;0.4;79.3;0;0;2.3;29;104;0.81;4.62;0;0;0;12;0.11;0.12;1.57;0.68;0
C;Plátano maduro;103;431;68.1;1.2;0.2;29.6;27;2.6;0.9;0;37;0.15;0.4;0;0;0;3;0.06;0.06;0.5;5.6;0
C;Plátano morado;97;405;69.8;1;0.2;28.1;25.5;2.6;0.9;42;17;0.15;0.3;0;0;0;3;0;0.25;0.68;2.3;0
C;Plátano seco (orejón);232;972;24.5;3.7;1.2;68.2;58.3;9.9;2.4;26;84;0.61;0;0;0;0;12;0.05;0.18;1.4;1.8;0
C;Plátano verde;144;602;57;1;0.2;40.9;38.6;2.3;0.9;8;43;0.14;0.5;0;0;0;56;0.09;0.14;0.62;10.4;0
C;Plátano verde asado;243;1018;29.1;1.5;0.2;68;65.7;2.3;1.2;10;80;0.13;0.8;0;0;0;45;0.11;0.22;0.9;1.4;0
C;Plátano verde sancochado;129;540;61.6;0.7;0.3;36.8;34.5;2.3;0.6;10;35;0.13;0.7;0;0;0;45;0.06;0.17;0.53;3.4;0
C;Pomarosa;33;138;90.7;0.5;0.4;7.9;0;0;0.5;10;9;0.06;0.2;0;0;0;17;2;0.02;0.05;20.4;0
C;Purunkari;151;632;58.1;2.7;1.4;36.3;0;0;1.5;96;39;0;2.8;0;0;0;10;0.03;0.06;1.46;5.6;0
C;Sandia;23;96;93;0.7;0.1;5.9;5.5;0.4;0.3;6;5;0.1;0.3;0;0;0;28;0.06;0.04;0.18;3;0
C;Shiwawaco, semilla;249;1041;39;6.6;7.5;45.5;0;0;1.4;45;179;0;2.7;0;0;0;0;0.02;0.08;1.07;10.6;0
C;Tamarindo;221;925;31.4;2.8;0.6;62.5;57.4;5.1;2.7;74;113;0.1;1;0;0;0;2;0.43;0.15;1.94;3.5;0
C;Mango ciruelo o taperibá;56;234;84.5;0.6;0.3;14.2;0;0;0.4;39;27;0;0.7;0;0;0;0;0.05;0.19;0.67;5.9;0
C;Toronja;33;138;89.8;0.6;0.4;8.8;7.7;1.1;0.4;34;16;0.07;2;0;0;0;46;0;0.01;0.2;50.6;0
C;Tumbo costeño;22;92;93.3;0.4;0;5.8;0;0;0.5;11;15;0;0.4;0;0;0;6;0.01;0.04;0.47;34.4;0
C;Tumbo serrano sin cáscara o poro poro;37;153;84.5;2.1;0.4;12.1;7.4;4.8;1;8;34;0;0.28;4;447;12;2;0.02;0.11;4.56;159.94;0
C;Tuna;46;194;82.3;0.8;0;15.4;12.1;3.3;1.5;16;26;0.12;0.3;0;0;0;2;0.01;0.04;0.36;19.5;0
C;Tuna roja;36;150;86.2;1.3;0.2;12.1;8.3;3.8;0.2;136;20;0.26;0.17;33;143;0;0;0.01;0.04;0.42;33.66;0
C;Ungurauy, unguraui o ungurahui;307;1284;41.7;2.8;21.1;33.6;0;0;0.8;65;16;0;0.9;0;0;0;8;0.06;0.68;0;0;0
C;Uva blanca;40;168;87.8;0.3;0.2;11.3;10.4;0.9;0.4;5;20;0.07;0.8;0;0;0;3;0.03;0.03;0.11;1.4;0
C;Uva borgoña;79;330;77;0.9;0.3;21.3;20.4;0.9;0.5;18;32;0.07;1.1;0;0;0;3;0.01;0.13;0.32;4.7;0
C;Uva italia;63;262;81.1;0.4;0.1;17.7;16.8;0.9;0.7;19;28;0.07;0.5;0;0;0;3;0.03;0.1;0.24;2.8;0
C;Uva negra;63;265;81.2;0.2;0.1;18.1;17.2;0.9;0.4;6;20;0.07;2.2;0;0;0;3;0.05;0.04;0.15;2.2;0
C;Uva quebranta;66;276;81.4;0.5;0.1;17.7;0;0;0.3;14;11;0;0.4;0;0;0;0;0.05;0.07;0.11;0.7;0
C;Uvilla;64;268;82.4;0.3;0.3;16.7;0;0;0.3;34;10;0;0.6;0;0;0;0;0;0.22;0.3;0.6;0
C;Zapote;73;305;79.7;0.9;0.3;18.8;0;0;0.7;10;20;0.15;0.24;21;160;0;130;0.02;0.09;1.42;0.21;0
C;Aguaymanto;51;213;79.8;1.9;0;17.3;12.4;4.9;1;11;38;0.4;1.24;0;293;2640;440;0;0;0;43.3;0
C;Blanquillo;47;198;84.8;1;0.3;13.3;11.6;1.8;0.6;0;0;0;1.06;0;0;0;0;0;0;0;0.77;0
C;Carambola;23;98;91.7;1;0.5;6.5;4.5;2;0.3;5;9;0.12;1.16;11;56;30;5;0.04;0.08;0;22.67;0
C;Carambola, refresco natural, cocido, sin azúcar;6;27;98.5;0.2;0.3;0.9;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;4.12;0
C;Carambola, refresco natural, crudo, sin azúcar;5;21;98.9;0.2;0.3;0.6;0.5;0;0.1;0;0;0;0.02;0;1;1;0;0;0;0;5.67;0
C;Coco rallado;596;2494;3.9;7.4;66.8;19.5;3.3;16.2;2.4;23;170;0;0;101;688;0;0;0;0;2.1;0;0
C;Cocona, jugo natural, cocido, sin azúcar;0;1;99.2;0;0;0.8;0.1;0.7;0;9;0;0;0.72;23;0;0;0;0;0;0;0;0
C;Durazno, néctar envasado;6;24;96.8;0;0;3.1;1.4;1.7;0.1;0;0;0;0.05;7;37;0;0;0;0;0;5.35;0
C;Granadilla, jugo natural, sin azúcar;25;103;90.3;1.1;0.2;7.3;5.4;1.9;1.1;6;42;0;0.42;4;112;0;0;0.04;0.04;0.71;11.25;0
C;Guindón sin pepa;201;844;34.1;2.3;0.2;60.4;53.3;7;3.1;37;50;0.27;0.83;1;603;68;11;0.09;0.06;2.75;6.5;0
C;Kiwi, sin cáscara;39;161;85.6;2.9;0.3;10.6;7.3;3.2;0.6;51;30;0.17;0.37;21;220;14;2;0.04;0.03;0.6;86.76;0
C;Limón dulce, sin cáscara;20;83;90.7;1.4;0.4;7.1;4.8;2.3;0.4;30;0;0.31;0.17;16;66;0;0;0.03;0.02;0.2;29.46;0
C;Limón, néctar envasado;57;237;85.7;0;0;14.2;14.1;0.1;0.1;0;0;0;0.01;19;18;0;0;0;0;0;8.66;0
C;Mango, néctar envasado;44;185;87.4;0;0;12.5;11;1.5;0.1;0;0;0;0.03;26;15;0;0;0;0;0;0.94;0
C;Manzana chilena verde con cáscara;38;158;87.5;0.2;0.3;11.4;9.7;1.8;0.6;0;0;0;0.83;0;0;0;0;0;0;0;0.23;0
C;"Manzana delicia ""helada"" con cáscara";47;195;83.5;0.2;0.1;16;12.6;3.4;0.3;0;0;0;0.82;0;0;2;0;0;0;0;0.31;0
C;Manzana delicia roja con cáscara;52;216;82.9;0.3;0.1;16.5;14;2.6;0.3;0;0;0;0.3;0;0;15;3;0;0;0;0.26;0
C;Manzana israel con cáscara;40;165;86.5;0.4;0.1;12.9;10.5;2.4;0.2;0;0;0;0.41;0;0;8;1;0;0;0;0.3;0
C;Manzana, jugo natural, envasado;43;180;89;0;0;11;10.7;0.3;0;13;20;0;0.49;13;0;0;0;0;0;0;0;0
C;Manzana, néctar envasado;38;160;90.3;0;0;9.5;9.5;0.1;0.1;0;0;0;0.02;37;29;0;0;0;0;0;13.53;0
C;Manzana pero con cáscara (para agua);31;130;85.6;0.3;0.1;13.8;8.3;5.5;0.3;0;0;0;0.51;0;0;2;0;0;0;0;0.31;0
C;Manzana santa rosa, golden o caña con cáscara;53;221;82.3;0.2;0.1;17.3;14.4;2.8;0.2;0;0;0;0.43;0;0;11;2;0;0;0;1.02;0
C;Manzana winter con cáscara;44;186;84.4;0.3;0.1;15;12;3.1;0.2;0;0;0;0.27;0;0;4;1;0;0;0;0.36;0
C;Maracuyá, jugo natural, envasado;35;145;90;0;0;10;8.7;1.4;0;11;0;0;0.2;11;0;0;0;0;0;0;0;0
C;Maracuyá, néctar envasado;9;37;97.6;0;0;2.3;2.1;0.2;0.1;0;0;0;0.02;27;15;0;0;0;0;0;24.05;0
C;Naranja, bebida envasada;56;235;85.2;0;0;14.7;14;0.7;0.1;0;0;0;0.02;9;46;0;0;0;0;0;52.25;0
C;Naranja, jugo natural, envasado;16;69;95;0;0;5;4.1;0.9;0;10;0;0;0.11;7;0;0;0;0;0;0;72.94;0
C;Naranja, néctar envasado;43;179;87.7;0;0;12.3;10.7;1.6;0;6;0;0;0.38;29;0;0;0;0;0;0;17.92;0
C;Naranja tangelo;24;98;91;1;0.2;7.4;5.2;2.2;0.4;0;0;0;0.63;0;0;38;6;0;0;0;11.74;0
C;Naranja tangelo, jugo natural;16;69;93;0.7;0.2;5.9;3.5;2.4;0.3;0;0;0;0.26;0;0;22;4;0;0;0;9.16;0
C;Naranjilla*;28;117;91.8;0.7;0.1;6.8;0;0;0.6;8;14;0;0.4;4;294;0;0;0.06;0.04;1.5;65;0
C;"Palta ""fuerte""";104;436;69.7;1.9;8.9;17.1;6.5;10.6;2.4;11;60;0.63;0.49;21;430;75;13;0.07;0.13;1.74;3.82;0
C;Papaya arequipeña;17;72;94.4;1;0.3;3.7;3.3;0.5;0.7;0;0;0;0.3;1;326;0;0;0;0;0;34.45;0
C;Pera, néctar envasado;46;192;88.5;0;0;11.5;11.4;0;0.1;0;0;0;0.02;25;6;0;0;0;0;0;0.81;0
C;Piña, bebida envasada;29;121;91.7;0;0;8.3;7.2;1.1;0;0;0;0;0.01;7;5;0;0;0;0;0;33.87;0
C;"Plátano ""bellaco""";102;427;67.5;1.3;0.1;29.5;26.9;2.6;1.6;8;20;0.06;0.38;15;359;377;63;0.05;0;0.83;0;0
C;"Plátano ""moquicho""";100;419;67.4;1.2;0.1;29.7;26.5;3.2;1.7;7;20;0.1;0.47;13;355;0;0;0.04;0;0.77;0;0
C;Plátano palillo;105;440;66.8;0.9;0.3;31;27.8;3.2;1;6;20;0.23;0.04;20;356;270;45;0.07;0.07;9.63;1.25;0
C;Plátano palillo maduro, harina de;293;1227;10.5;4.1;1.1;81.6;75.1;6.4;2.8;22;60;0.96;2;39;1263;0;0;0.15;0.16;2.24;5.23;0
C;Plátano palillo verde, harina de;295;1233;11.2;3.3;0.2;83.2;78.3;4.9;2.1;9;60;0.4;0.1;33;912;0;0;0.14;0.13;7.72;1.74;0
C;Sancayo;17;73;94;0.8;0.6;4;2.7;1.3;0.7;0;0;0;0.16;2;270;0;0;0;0;0;53.84;0
C;Warr'a;102;427;71;1.5;0.2;26.4;0;0;0.9;51;26;0;3.4;0;0;0;0;0.02;0.11;0.58;2.8;0
C;Yak'u;116;485;69.3;1.8;2.2;25.3;0;0;1.4;138;52;0;3.2;0;0;0;0;0.04;0.18;0.9;14.8;0
C;Aceituna verde;186;780;67.6;1.4;21.7;4.5;0;4.5;4.8;107;0;0.23;1.85;1901;52;416;69;0.01;0.03;0.87;0;0
C;Aguaje, néctar natural, sin azúcar;7;28;98.3;0.1;0.6;0.8;0.3;0.6;0.1;4;0;0;0.05;2;109;454;76;0;0;0.04;0.27;0
C;Arándano;51;212;85.1;0.6;0.1;14;13.2;0.8;0.2;0;0;0;0.51;1;51;0;0;0.04;0;0;20.08;0
C;Arándano, néctar natural, con cáscara, sin azúcar;20;85;94;0.3;0.3;5.3;4.3;1.1;0.1;0;0;0;0.13;2;28;20;3;0.02;0;0;17.57;0
C;Cereza;30;128;88.6;1.2;0;9.6;7.3;2.3;0.6;13;12;0.12;0.08;3;218;59;10;0.06;0;0.6;16.19;0
C;Ciruela albaricoque, con cáscara, sin pepa;34;141;88.1;0.4;0.1;11;8.8;2.2;0.4;6;0;0.08;0.04;4;114;328;55;0.02;0.06;0.71;0.21;0
C;Cidra o limón cidra, sin cáscara, sin pepas;19;80;90.6;0.7;0;8.1;6.8;1.4;0.6;24;0;0.06;0.13;0;162;0;0;0.04;0.03;0.46;53.57;0
C;Frambuesa;31;129;87.1;1.6;0.8;10.1;5.2;4.9;0.4;0;0;0.19;0.56;1;114;0;0;0.03;0;0.56;20.08;0
C;Mango criollo;66;275;81.1;0.4;0.2;17.8;17.4;0.3;0.6;6;0;0.07;0;0;220;347;58;0.04;0.06;0.49;9.6;0
C;Mango Edward;69;288;79.7;0.6;0.3;18.8;17.9;0.9;0.6;7;0;0.12;0.08;2;181;1441;240;0.06;0.07;1.28;61.17;0
C;Mango Edward, néctar natural, sin cáscara, sin azúcar;29;122;91.9;0.1;0.4;7.4;6.5;0.9;0.2;3;0;0;0.04;1;54;506;84;0.02;0.03;0.51;0.53;0
C;Mango kafro;64;269;81.7;0.7;0.4;16.9;16.4;0.5;0.4;0;0;0;0.14;0;131;190;32;0.07;0;2.4;21.3;0
C;Mango kent;65;274;80.8;0.7;0;18.1;17.5;0.6;0.4;0;0;0;0.17;1;158;265;44;0.05;0;1.43;14.95;0
C;Manzana Royal o gala;55;230;83.1;0.4;0;16.1;14.8;1.3;0.4;5;0;0.07;0.06;1;110;10;2;0.02;0.04;0.1;1.3;0
C;Manzana verde nacional, refresco natural, cocido, sin azúcar;2;9;98.5;0.3;0.2;1;0;1;0.1;0;0;0.01;0.09;1;26;0;0;0;0;0.01;0.44;0
C;Mora o zarzamora;27;114;86.4;2.1;0.5;10.4;4.4;6;0.5;33;25;0.29;0.37;0;137;22;4;0.03;0;1.37;19.31;0
